"100551"	"5813.00"	"1"	"0"	"1"	"2020/1/14 18:10:44"	"2020/1/14 18:10:44"	""	""	""	""	""	""	"42"	""	""	""
"100552"	"5813.00"	"1"	"0"	"1"	"2020/1/14 18:12:27"	"2020/1/14 18:12:27"	""	""	""	""	""	""	"42"	""	""	""
"100553"	"62295.00"	"1"	"0"	"1"	"2020/1/22 11:52:50"	"2020/1/22 11:52:50"	""	""	""	""	""	""	"42"	""	""	""
"100554"	"63157.00"	"1"	"0"	"1"	"2020/1/28 20:45:39"	"2020/1/28 20:45:39"	""	""	""	""	""	""	"42"	""	""	""
"100555"	"64345.00"	"1"	"0"	"1"	"2020/1/30 13:11:14"	"2020/1/30 13:11:14"	""	""	""	""	""	""	"42"	""	""	""
"100556"	"101.00"	"1"	"0"	"1"	"2020/2/5 23:44:47"	"2020/2/5 23:44:47"	""	""	""	""	""	""	""	""	""	""
"100557"	"101.00"	"1"	"0"	"1"	"2020/2/6 11:05:25"	"2020/2/6 11:05:25"	""	""	""	""	""	""	""	""	""	""
"100558"	"137.00"	"1"	"0"	"1"	"2020/2/12 20:27:43"	"2020/2/12 20:27:43"	""	""	""	""	""	""	"44"	""	""	""
"100559"	"137.00"	"1"	"0"	"1"	"2020/2/12 20:40:37"	"2020/2/12 20:40:37"	""	""	""	""	""	""	"44"	""	""	""
"100560"	"137.00"	"1"	"0"	"1"	"2020/2/12 20:40:46"	"2020/2/12 20:40:46"	""	""	""	""	""	""	"44"	""	""	""
"100561"	"215.00"	"1"	"0"	"1"	"2020/2/12 20:41:32"	"2020/2/12 20:41:32"	""	""	""	""	""	""	"44"	""	""	""
"100562"	"215.00"	"1"	"0"	"1"	"2020/2/12 20:41:42"	"2020/2/12 20:41:42"	""	""	""	""	""	""	"44"	""	""	""
"100563"	"274.00"	"1"	"0"	"1"	"2020/2/12 20:51:50"	"2020/2/12 20:51:50"	""	""	""	""	""	""	""	""	""	""
"100564"	"62.00"	"1"	"0"	"1"	"2020/2/12 21:02:47"	"2020/2/12 21:02:47"	""	""	""	""	""	""	""	""	""	""
"100565"	"131.00"	"1"	"0"	"1"	"2020/2/12 21:07:10"	"2020/2/12 21:07:10"	""	""	""	""	""	""	""	""	""	""
"100566"	"229.00"	"1"	"0"	"1"	"2020/2/12 21:15:42"	"2020/2/12 21:15:42"	""	""	""	""	""	""	""	""	""	""
"100567"	"98.00"	"1"	"0"	"1"	"2020/2/12 21:23:16"	"2020/2/12 21:23:16"	""	""	""	""	""	""	""	""	""	""
"100568"	"62.00"	"1"	"0"	"1"	"2020/2/12 21:49:47"	"2020/2/12 21:49:47"	""	""	""	""	""	""	"11"	""	""	""
"100569"	"131.00"	"1"	"0"	"1"	"2020/2/12 21:57:30"	"2020/2/12 21:57:30"	""	""	""	""	""	""	""	""	""	""
"100570"	"131.00"	"1"	"0"	"1"	"2020/2/12 21:59:38"	"2020/2/12 21:59:38"	""	""	""	""	""	""	"44"	""	""	""
"100571"	"131.00"	"1"	"0"	"1"	"2020/2/12 21:59:42"	"2020/2/12 21:59:42"	""	""	""	""	""	""	"44"	""	""	""
"100572"	"131.00"	"1"	"0"	"1"	"2020/2/12 22:00:34"	"2020/2/12 22:00:34"	""	""	""	""	""	""	"44"	""	""	""
"100573"	"131.00"	"1"	"0"	"1"	"2020/2/12 22:14:59"	"2020/2/12 22:14:59"	""	""	""	""	""	""	"42"	""	""	""
"100574"	"171.00"	"1"	"0"	"1"	"2020/2/12 22:24:34"	"2020/2/12 22:24:34"	""	""	""	""	""	""	"42"	""	""	""
"100575"	"157.00"	"1"	"0"	"1"	"2020/2/12 22:33:42"	"2020/2/12 22:33:42"	""	""	""	""	""	""	"42"	""	""	""
"100576"	"305.00"	"1"	"0"	"1"	"2020/2/17 00:17:35"	"2020/2/17 00:17:35"	""	""	""	""	""	""	"42"	""	""	""
"100577"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:31:16"	"2020/2/17 00:31:16"	""	""	""	""	""	""	"42"	""	""	""
"100578"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:33:46"	"2020/2/17 00:33:46"	""	""	""	""	""	""	"42"	""	""	""
"100579"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:41:57"	"2020/2/17 00:41:57"	""	""	""	""	""	""	"42"	""	""	""
"100580"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:42:07"	"2020/2/17 00:42:07"	""	""	""	""	""	""	"42"	""	""	""
"100581"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:43:08"	"2020/2/17 00:43:08"	""	""	""	""	""	""	"42"	""	""	""
"100582"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:43:26"	"2020/2/17 00:43:26"	""	""	""	""	""	""	"42"	""	""	""
"100583"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:44:45"	"2020/2/17 00:44:45"	""	""	""	""	""	""	"42"	""	""	""
"100584"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:46:11"	"2020/2/17 00:46:11"	""	""	""	""	""	""	"42"	""	""	""
"100585"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:47:11"	"2020/2/17 00:47:11"	""	""	""	""	""	""	"42"	""	""	""
"100586"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:47:56"	"2020/2/17 00:47:56"	""	""	""	""	""	""	"42"	""	""	""
"100587"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:48:47"	"2020/2/17 00:48:47"	""	""	""	""	""	""	"42"	""	""	""
"100588"	"383.00"	"1"	"0"	"1"	"2020/2/17 00:58:32"	"2020/2/17 00:58:32"	""	""	""	""	""	""	""	""	""	""
"100589"	"383.00"	"1"	"0"	"1"	"2020/2/17 01:00:35"	"2020/2/17 01:00:35"	""	""	""	""	""	""	""	""	""	""
"100590"	"128.00"	"1"	"0"	"1"	"2020/2/27 21:33:11"	"2020/2/27 21:33:11"	""	""	""	""	""	""	""	""	""	""
"100592"	"167.00"	"1"	"0"	"1"	"2020/3/11 22:54:42"	"2020/3/11 22:54:42"	""	""	""	""	""	""	"49"	""	""	""
"100593"	"227.00"	"1"	"0"	"1"	"2020/3/12 11:29:43"	"2020/3/12 11:29:43"	""	""	""	""	""	""	""	""	""	""
