"30"	"0"	"图书商城商城"	"1"	"1"	"1"	"2015/4/3 16:51:38"	"2015/4/3 16:51:40"
"86"	"30"	"首页"	"1"	"1"	"1"	"2015/6/7 15:36:07"	"2015/6/7 15:36:07"
"87"	"30"	"列表页面"	"1"	"1"	"1"	"2015/6/7 15:36:16"	"2015/6/7 15:36:16"
"88"	"30"	"详细页面"	"1"	"1"	"1"	"2015/6/7 15:36:27"	"2015/6/7 15:36:27"
"89"	"86"	"大广告"	"1"	"1"	"0"	"2015/6/7 15:36:38"	"2015/6/7 15:36:38"
"90"	"86"	"小广告"	"1"	"1"	"0"	"2015/6/7 15:36:45"	"2015/6/7 15:36:45"
"91"	"86"	"图书快报"	"1"	"1"	"0"	"2015/6/7 15:36:55"	"2015/6/7 15:36:55"
"92"	"87"	"边栏广告"	"1"	"1"	"0"	"2015/6/7 15:37:07"	"2015/6/7 15:37:07"
"93"	"87"	"页头广告"	"1"	"1"	"0"	"2015/6/7 15:37:17"	"2015/6/7 15:37:17"
"94"	"87"	"页脚广告"	"1"	"1"	"0"	"2015/6/7 15:37:31"	"2015/6/7 15:37:31"
"95"	"88"	"边栏广告"	"1"	"1"	"0"	"2015/6/7 15:37:56"	"2015/6/7 15:37:56"
"96"	"86"	"中广告"	"1"	"1"	"1"	"2015/7/25 18:58:52"	"2015/7/25 18:58:52"
"97"	"96"	"中广告1"	"1"	"1"	"0"	"2015/7/25 18:59:43"	"2015/7/25 18:59:43"
"98"	"86"	"其他广告"	"1"	"1"	"0"	"2020/2/12 22:25:51"	"2020/2/12 22:25:51"
